respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Выберите язык,Возраст (количество полных лет),Пол,На каком предприятии Вы работаете?,,"Укажите компанию, в которой Вы работаете:",,К какой категории сотрудников Вы относитесь?,"Я испытываю напряжение, мне не по себе","Мне страшно. Кажется, будто что-то ужасное может вот-вот случиться",Беспокойные мысли крутятся у меня в голове,Я легко могу сесть и расслабиться,Я испытываю внутреннее напряжение или дрожь,"Я испытываю неусидчивость, словно мне постоянно нужно двигаться",У меня бывает внезапное чувство паники,"То, что приносило мне большое удовольствие, и сейчас вызывает у меня такое же чувство",Я способен рассмеяться и увидеть в том или ином событии смешное,Я чувствую себя бодрым,"Мне кажется, что я стал все делать очень медленно",Я не слежу за своей внешностью,"Я считаю, что мои дела (занятия, увлечения) могут принести мне чувство удовлетворения","Я могу получить удовольствие от хорошей книги, фильма, радио- или телепрограммы",Нуждаетесь ли Вы в психологической помощи?,"По вашему мнению, нуждаются ли ваши близкие в психологической помощи?","Знакомы ли вы с программой ERG Balance, программой психологической поддержки работников Группы?     ",Что бы вы хотели видеть в программе психологической поддержки работников Группы?,Жасы (толық жас саны),Сіздің жынысыңыз,На каком предприятии Вы работаете?,,Қандай компанияда жұмыс істейтініңізді көрсетіңіз,,Сіз қызметкерлердің қай санатына жатасыз?,"Мен қобалжушылықты сезінем, өзімді жайсыз сезінемін",Маған қорқынышты. Қорқынышты нәрсе болуы мүмкін сияқты,Басыма мазасыз ойлар келеді,"Мен отырып, бойымды еркін ұстай аламын",Мен ішкі қобалжуды немесе қорқынышты сезінемін,"Мен орнықсыздықты сезінемін, үнемі қозғалыста болуым керек сияқты",Менде кенеттен үрей пайда болады,"Бұрын маған үлкен рахат сыйлаған нәрсе, қазір де сондай сезімді сыйлайды",Мен күле аламын және сол немесе басқа оқиғада күлкілі нәрсені көре аламын,Мен өзімді сергек сезінемін,"Менің ойымша, мен бәрін өте баяу істей бастадым",Мен сыртқы келбетімді қадағаламаймын,"Менің істерім (іс-әрекеттерім, әуесқойлығым) маған қанағат сезімін сыйлайды деп санаймын","Мен жақсы кітап, фильм, радио немесе теледидар бағдарламасынан ләззат ала аламын",Сізге психологиялық көмек қажет пе?,Сіздің ойыңызша жақындарыңыз психологиялық көмекке мұқтаж ба?,Сіз ERG қызметкерлеріне психологиялық қолдау көрсету ERG Balance бағдарламасымен таныссыз ба?,ERG қызметкерлеріне психологиялық қолдау көрсету бағдарламасында не көргіңіз келеді?
118694181936,457631337,09/18/2024 09:04:03 AM,09/18/2024 09:11:16 AM,62.122.109.216,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,28,Еркек,Казхром (Аксуский завод ферросплавов),,,,Жұмысшы,мүлдем сезбеймін,мүлдем сезінбеймін,кейде  ғана,дәл осылай,мүлдем сезінбеймін,мүлдем сезінбеймін,мүлдем болмайды,бұл мүлдем олай емес,дәл осылай,үнемі,мүлдем олай емес,мен өзімді бұрынғыдай қадағалаймын,әдеттегідей дәл солай,арасында,Жоқ,Жоқ,Ия,Барин
118694182563,457631337,09/18/2024 09:05:25 AM,09/18/2024 09:05:32 AM,2.76.198.46,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118694179786,457631337,09/18/2024 08:58:19 AM,09/18/2024 09:04:55 AM,185.234.63.173,,,,,Русский,50,Мужчина,ССГПО,,,,Руководитель,"время от времени, иногда","иногда, но это меня не беспокоит",время от времени,лишь изредка это так,очень часто,"определенно, это так",совсем не бывает,"определенно, это так","наверное, это так",иногда,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Правдивость. ,,,,,,,,,,,,,,,,,,,,,,,,,
118694180613,457631337,09/18/2024 09:00:30 AM,09/18/2024 09:04:48 AM,89.35.253.201,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,54,Әйел,Казхром (Актюбинский завод ферросплавов),,,,Жұмысшы,"анда-санда, кейде",мүлдем сезінбеймін,кейде  ғана,арасында ғана,мүлдем сезінбеймін,мүлдем сезінбеймін,өте жиі,дәл солай,дәл осылай,үнемі,кейде,мүмкін мен бұған аз уақытымды бөлетін шығармын,"иә, бірақ бұрынғыдай емес",жиі,Жоқ,Жоқ,Жоқ,Жетістік
118694180466,457631337,09/18/2024 09:00:34 AM,09/18/2024 09:00:39 AM,2.76.198.46,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118694180107,457631337,09/18/2024 08:57:40 AM,09/18/2024 08:59:47 AM,2.76.198.46,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118694175897,457631337,09/18/2024 08:50:07 AM,09/18/2024 08:57:13 AM,62.122.2.156,,,,,Русский,40,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,только иногда,лишь изредка это так,совсем не испытываю,"определенно, это так",не так уж часто,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118694177745,457631337,09/18/2024 08:54:11 AM,09/18/2024 08:56:42 AM,89.35.254.170,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,32,Еркек,Казхром (Актюбинский завод ферросплавов),,,,Жұмысшы,"анда-санда, кейде",мүлдем сезінбеймін,кейде  ғана,дәл осылай,кейде,шамалы дәрежеде ғана осылай,мүлдем болмайды,өте аз дәрежеде ғана осылай,дәл осылай,үнемі,кейде,мүмкін мен бұған аз уақытымды бөлетін шығармын,бұрынғыдан айтарлықтай азырақ,өте сирек,Жоқ,Жоқ,Жоқ,Білмеймін 
118694175065,457631337,09/18/2024 08:48:18 AM,09/18/2024 08:55:36 AM,89.35.253.201,,,,,Казахский,,,,,,,,,,,,,,,,,,,,,,,,,,54,Әйел,Казхром (Актюбинский завод ферросплавов),,,,Жұмысшы,"анда-санда, кейде",мүлдем сезінбеймін,кейде  ғана,солай шығар,кейде,олай емес шығар,өте жиі емес,дәл солай,дәл осылай,үнемі,кейде,мүмкін мен бұған аз уақытымды бөлетін шығармын,"иә, бірақ бұрынғыдай емес",жиі,Жоқ,Ия,Ия,Шынайылық
118694174679,457631337,09/18/2024 08:46:38 AM,09/18/2024 08:47:39 AM,62.122.7.147,,,,,Русский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118694173344,457631337,09/18/2024 08:43:57 AM,09/18/2024 08:47:10 AM,185.234.63.243,,,,,Русский,51,Женщина,ССГПО,,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,лишь изредка это так,совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","определенно, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118694172994,457631337,09/18/2024 08:43:08 AM,09/18/2024 08:46:26 AM,212.154.179.150,,,,,Русский,56,Женщина,Казхром (Донской ГОК),,,,Специалист,"время от времени, иногда","иногда, но это меня не беспокоит",только иногда,"наверное, это так",иногда,лишь в очень малой степени это так,не так уж часто,"определенно, это так","определенно, это так",практически все время,иногда,"может быть, я стал меньше уделять этому внимания","да, но не в той степени, как раньше",часто,Нет,Нет,Да,,,,,,,,,,,,,,,,,,,,,,,,,,
118694173241,457631337,09/18/2024 08:43:21 AM,09/18/2024 08:44:13 AM,82.200.198.99,,,,,Русский,20,Женщина,Алюминий Казахстана (КБРУ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118694170720,457631337,09/18/2024 08:37:29 AM,09/18/2024 08:42:34 AM,62.122.0.230,,,,,Русский,28,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,"время от времени, иногда",совсем не испытываю,время от времени,совсем не могу,иногда,совсем не испытываю,совсем не бывает,"наверное, это так","определенно, это так",практически все время,иногда,"я слежу за собой так же, как и раньше","точно так, как и обычно",часто,Нет,Нет,Да,Чтобы выделили время для работы с психологом в групповом формате,,,,,,,,,,,,,,,,,,,,,,,,,
118694167857,457631337,09/18/2024 08:30:24 AM,09/18/2024 08:41:09 AM,89.43.23.169,,,,,Русский,31,Мужчина,Казхром (Аксуский завод ферросплавов),,,,Рабочий,совсем не испытываю,совсем не испытываю,только иногда,"определенно, это так",совсем не испытываю,совсем не испытываю,совсем не бывает,"определенно, это так","наверное, это так",практически все время,совсем нет,"я слежу за собой так же, как и раньше","значительно меньше, чем раньше",часто,Нет,Нет,Да,Ничего ,,,,,,,,,,,,,,,,,,,,,,,,,
